field: text
field: user/screen_name
field: user/name
field: user/id
  >>>   text: "@FourFourTwo Easy quiz - yes.  There's a weak beer one, and another, some car company, probably an electronics company, IT? and a German one"
  >>>   user/name: "Antony Melvin"
  >>>   unixtime: 1257435435911
  >>>   user/id: 24914923
  >>>   user/screen_name: "sqfMelvin"

  >>>   text: "thx! RT @urbanbohemian: @ThBlackSquirrel is a wonderful new addition 2 AdMo. I cn still feel their beer cocktails & I shall zzz soundly."
  >>>   user/name: "The Black Squirrel "
  >>>   unixtime: 1257435438848
  >>>   user/id: 36693008
  >>>   user/screen_name: "ThBlackSquirrel"

  >>>   text: "Palingan repost, kl kita sih bilangnya RETWEET! RT @desfandwi: thread gw jadi hot thread di ultahnya kaskus..cendolnya dong gan..:beer:"
  >>>   user/name: "gilang ananta"
  >>>   unixtime: 1257435442730
  >>>   user/id: 38660701
  >>>   user/screen_name: "gilangananta"

  >>>   text: "@kiwi_in_dc @atweber Mites, crackers, butter, beer and I think we are all set!"
  >>>   user/name: "JC"
  >>>   unixtime: 1257435445998
  >>>   user/id: 6791242
  >>>   user/screen_name: "MdLawLib"

  >>>   text: "My class was cancelled due to electricity-breakdown in the Harmonie building Instead we went for a beer at the Newscaf\u00e9. :D"
  >>>   user/name: "Laura Bos"
  >>>   unixtime: 1257435447914
  >>>   user/id: 26810420
  >>>   user/screen_name: "Kiwi84"

  >>>   text: "Black Diamond's Winter Ale: Rich Belgian malts and Belgian Candy Sugar are blended with spicy hops, then fermented... http://fb.me/1JsXUKG"
  >>>   user/name: "Holiday Ale"
  >>>   unixtime: 1257435448484
  >>>   user/id: 46592708
  >>>   user/screen_name: "HolidayAle"

  >>>   text: "@BeerUniverse \"People who drink light \"beer\" don't like the taste of beer; they just like to pee a lot. \"-- Capital Brewery, Middleton, WI"
  >>>   user/name: "Tim (FWRPodcast)"
  >>>   unixtime: 1257435451507
  >>>   user/id: 8522492
  >>>   user/screen_name: "FWRTim"

  >>>   text: "Tak jo, na\u0161tval sem se a stahuju (ano j\u00e1) torrent... A to sem se nesjel. Ale asi se sjedu...."
  >>>   user/name: "Honza-m"
  >>>   unixtime: 1257435459156
  >>>   user/id: 53748538
  >>>   user/screen_name: "honza95m"

  >>>   text: "The Beer of the Day is the Brown Ale. The soup is Navy Bean & Ham.  ~ http://brownsbrewing.com/taproom"
  >>>   user/name: "Browns Brewing Co."
  >>>   unixtime: 1257435466378
  >>>   user/id: 23146890
  >>>   user/screen_name: "brownsbrewing"

  >>>   text: "Schlitz, Gansett Tap 'Old' Beer Revival (TheStreet.com) (http://cli.gs/sT6gq)"
  >>>   user/name: "BestDailyStocks.Info"
  >>>   unixtime: 1257435469440
  >>>   user/id: 83841001
  >>>   user/screen_name: "BestDailyStocks"

  >>>   text: "Paradise de novo tocando em casa os cl\u00e1ssicos do Rock N' Roll, dos anos 50 aos 90. Sexta no Shrine Beer & Pub."
  >>>   user/name: "Daniel Iserhard"
  >>>   unixtime: 1257435469992
  >>>   user/id: 18433273
  >>>   user/screen_name: "iserhard"

  >>>   text: "let me out to get some chipitos... and a beer... ok, two..."
  >>>   user/name: "Persephone Eia"
  >>>   unixtime: 1257435479053
  >>>   user/id: 21996965
  >>>   user/screen_name: "Persephoneeia"

  >>>   text: "@Ninemile Sending friends your way today, gotta a new beer list for me? #avlbeer #avlrestaurants"
  >>>   user/name: "bruisinales"
  >>>   unixtime: 1257435487133
  >>>   user/id: 16552513
  >>>   user/screen_name: "bruisinales"

  >>>   text: "@emcarx @joemonmouth I believe that tomorrow evening, we will be imbibing in some Al K. Hol, and beer pong might be a necessary activity."
  >>>   user/name: "JR Carr"
  >>>   unixtime: 1257435494724
  >>>   user/id: 28421150
  >>>   user/screen_name: "godspunk32"

  >>>   text: "What's with this week and Victory love? Funky Wild Devil with Brettanomyces wins Bronze at the Stockholm Beer Festival http://bit.ly/38OVxO"
  >>>   user/name: "Victory Brewing Co."
  >>>   unixtime: 1257435498452
  >>>   user/id: 31423761
  >>>   user/screen_name: "VictoryBeer"

  >>>   text: "Thinking about the next beer I should attempt. Any suggestions? I like dark malty beers, maybe a sweet stout?"
  >>>   user/name: "MuteDog"
  >>>   unixtime: 1257435500137
  >>>   user/id: 43106829
  >>>   user/screen_name: "mutedogbrewing"

  >>>   text: "@Dr_Jez n I drink spirits (scotch n coke ha ha) n white wine n champers NO reds or brandies or ne o that muck n h8 beer"
  >>>   user/name: "Sandy Scherger"
  >>>   unixtime: 1257435504820
  >>>   user/id: 41572186
  >>>   user/screen_name: "Sandy011"

  >>>   text: "5h granie ledwo 9% uko\u0144czenia gry geez ale fajnie sie gra ;p"
  >>>   user/name: "Mad Kerlisz"
  >>>   unixtime: 1257435506555
  >>>   user/id: 62406197
  >>>   user/screen_name: "madkerlisz"

  >>>   text: "ale me dar um carro de presente de natal??"
  >>>   user/name: "nena"
  >>>   unixtime: 1257435511275
  >>>   user/id: 87709488
  >>>   user/screen_name: "nenaflo"

  >>>   text: "#thingsdarkiesnevesay Im not going to open my boot and play music while sitting in a campmaster drinking beer sorry @twitter."
  >>>   user/name: "Nomathamsanqa"
  >>>   unixtime: 1257435519098
  >>>   user/id: 24694959
  >>>   user/screen_name: "NomaTQ"

  >>>   text: "@Kazzan Kalend\u00e1\u0159e jsem nikdy nekupoval, ale cena mi p\u0159ijde vysok\u00e1. A nav\u00edc \u0161kolku \u010cVUT nepodporuji..."
  >>>   user/name: "Tom\u00e1\u0161 K\u00e1pl"
  >>>   unixtime: 1257435527801
  >>>   user/id: 15979358
  >>>   user/screen_name: "ScottyCZE"

  >>>   text: "@Dr_Jez canna have been THAT sober or is the beer THAT weak?"
  >>>   user/name: "Sandy Scherger"
  >>>   unixtime: 1257435533545
  >>>   user/id: 41572186
  >>>   user/screen_name: "Sandy011"

  >>>   text: "@Hules @evolvingblue @bingofuel \"Wake up, scratch and stretch. Boy my beard looks like a mess. Comb it through, crack a brew...\" #housemouse"
  >>>   user/name: "Brittney Le Blanc"
  >>>   unixtime: 1257435533584
  >>>   user/id: 16001574
  >>>   user/screen_name: "britl"

  >>>   text: "Here it is beer drinkers!  Proof that beer does not cause beer bellies!  Let's celebrate by drinking lots and lots... http://bit.ly/4ftwee"
  >>>   user/name: "Bavarian Barbarian"
  >>>   unixtime: 1257435537318
  >>>   user/id: 19026262
  >>>   user/screen_name: "BavBarbarian"

  >>>   text: "i lovee my sisterrss neika, lissa, brittney, casey, sammie, dylan, tay, ale, & mari; it aint shxt :] 101809; he holds thee key to my heart."
  >>>   user/name: "katie jones"
  >>>   unixtime: 1257435543158
  >>>   user/id: 44435460
  >>>   user/screen_name: "katiebabi02"

  >>>   text: "RT @Schlafly: Bottles arrived today to fill the new Culinaria exclusive Holiday Ale!  Will update when it ships. http://twitpic.com/od4zh"
  >>>   user/name: "Ericstl6"
  >>>   unixtime: 1257435546854
  >>>   user/id: 38070840
  >>>   user/screen_name: "Ericstl6"

  >>>   text: "tas magmumukha na siyang rated K/ramon bautista/strange brew na may lalabas na keywords pag sinabi =)) @-)"
  >>>   user/name: "Kebong Catbagan"
  >>>   unixtime: 1257435547549
  >>>   user/id: 58149303
  >>>   user/screen_name: "kebongkalbs"

  >>>   text: "Pen\u00edze sice h\u00fdbou sv\u011btem ale j\u00e1 bych obsahem sv\u00e9 pen\u011b\u017eenky nehnul ani pap\u00edrov\u00fdm kapesn\u00edkem..."
  >>>   user/name: "Michael Pe\u0165ura"
  >>>   unixtime: 1257435548888
  >>>   user/id: 62138788
  >>>   user/screen_name: "Die_couch"

  >>>   text: "got my toes in the water , my ass in the sand , not a worry in the world , got a cold beer in my hand , life is good today . &lt;3"
  >>>   user/name: "Rachel Bowen"
  >>>   unixtime: 1257435549618
  >>>   user/id: 82219576
  >>>   user/screen_name: "RachellMariiee"

  >>>   text: "RT @highballaustin pint glass giveaway at The Highball! Come in from 4:30-9:30, grab a pint of beer and you get to keep the glass."
  >>>   user/name: "Katie"
  >>>   unixtime: 1257435557410
  >>>   user/id: 18889733
  >>>   user/screen_name: "suspectk"

  >>>   text: "@ChrisFlack is said sexy though. you are booked. We can certainly pay you in beer and sausages."
  >>>   user/name: "Lisa McElherron"
  >>>   unixtime: 1257435559405
  >>>   user/id: 21289463
  >>>   user/screen_name: "Lisamcelherron"

  >>>   text: "Homebrew game - Powder release 112 - Nintendo Wii News - QJ.NET http://tinyurl.com/yezuate"
  >>>   user/name: "african-elephant."
  >>>   unixtime: 1257435565259
  >>>   user/id: 74499020
  >>>   user/screen_name: "UKsuperstore"

  >>>   text: "@meg_a_wo_man indeed. Beer and melted cheese are great decongestants."
  >>>   user/name: "Andrea"
  >>>   unixtime: 1257435566138
  >>>   user/id: 14604044
  >>>   user/screen_name: "andreagarvey"

  >>>   text: "No it didn't, @kexy217j5c , u are a spam bot stealing @eefarris' old tweets! RT @kexy217j5c My but just spilled a beer all over @colleenkane"
  >>>   user/name: "Colleen Kane"
  >>>   unixtime: 1257435567275
  >>>   user/id: 19002587
  >>>   user/screen_name: "ColleenKane"

  >>>   text: "\u3057\u307e\u3063\u305f\u3001\u3057\u3070\u3089\u304fpeer\u304cbeer\u306b\u7a7a\u76ee\u3057\u305d\u3046\u3067\u3059\u2026 RT: @teranisi \u306a\u3093\u304b Peer \u3068 Beer \u306e\u533a\u5225\u304c\u3064\u304b\u306a\u304f\u306a\u3063\u3066\u304d\u305f\u304b\u3089\u5bdd\u307e\u3059\uff0e"
  >>>   user/name: "Naomi Terada"
  >>>   unixtime: 1257435604659
  >>>   user/id: 14486723
  >>>   user/screen_name: "naomi_te"

  >>>   text: "Barrel Aged Beer Tasting at The Bistro in Hayward  http://bit.ly/2EYEGf"
  >>>   user/name: "Tiila Abbitt"
  >>>   unixtime: 1257435625999
  >>>   user/id: 84458538
  >>>   user/screen_name: "femALEist"

  >>>   text: "@madamezenaida Okay then. Enjoy your random one-year-old beer drinking sesh.xD"
  >>>   user/name: "Frances Ogilvie"
  >>>   unixtime: 1257435626326
  >>>   user/id: 19108189
  >>>   user/screen_name: "lilmissdiva"

  >>>   text: "@belchingmonkey @nomx3 @jeffcutler We've already been on your show. We want you to be our guest and it only makes sense for us to have beer."
  >>>   user/name: "Mike Langford"
  >>>   unixtime: 1257435633618
  >>>   user/id: 9736262
  >>>   user/screen_name: "MikeLangford"

  >>>   text: "Game 7 tonight at D.A.'s!\nOkay, no game 7, but it is Trivia Night at 8pm, with lots of fun, cheap beer, and prizes. The next best thing!"
  >>>   user/name: "Desperate Annie's"
  >>>   unixtime: 1257435639217
  >>>   user/id: 42518754
  >>>   user/screen_name: "DesperateAnnies"

  >>>   text: "Is very jealous of @gilescoren and his beer and dim sum outing, even if it was only \"good\", beer and dim sum in the afternoon is great"
  >>>   user/name: "RoseDavidson"
  >>>   unixtime: 1257435639980
  >>>   user/id: 18239877
  >>>   user/screen_name: "RoseDavidson"

  >>>   text: "Brew Records on \"16-01 Saxon Shore (US) + Supports /Brudenell/ NO BOOKING FEE\": Saturday 16th January. Doors 7... http://bit.ly/1kRQTJ"
  >>>   user/name: "copsandrobbers forum"
  >>>   unixtime: 1257435641553
  >>>   user/id: 20909950
  >>>   user/screen_name: "copsandrobbersf"

  >>>   text: "Upgrade na 500GB HD \u00fasp\u011b\u0161n\u00fd, poda\u0159ilo se mi ale lehce po\u0161kodit ribbon kabl\u00edk u disku, tak\u017ee sch\u00e1n\u00edm nov\u00fd, p\u0159\u00edpadn\u011b pou\u017eit\u00fd - MBP 3,1"
  >>>   user/name: "Tom\u00e1\u0161 David"
  >>>   unixtime: 1257435646034
  >>>   user/id: 62838662
  >>>   user/screen_name: "goulash667"

  >>>   text: "hi @Jessbabe85, free beer at Israel's  5th beer festival, Friday 6.11 http://is.gd/4NVNG"
  >>>   user/name: "Beer_Festival5"
  >>>   unixtime: 1257435649288
  >>>   user/id: 85900801
  >>>   user/screen_name: "BeerFestival5"

  >>>   text: "confirmados:\nKim Pezzonia\nAle BerGIER\nAle Button\nLeandro de la ROSA\nIt\u00e1lo Trulli\nRicardo Sacusset\nEdgard AlVettel\nAlejandro Fangio"
  >>>   user/name: "FIKAnos7"
  >>>   unixtime: 1257435661360
  >>>   user/id: 87240636
  >>>   user/screen_name: "FIKAnos7"

  >>>   text: "Thirsty dog 12dogs of Christmas ale &gt; great lakes brewing Co. Christmas ale."
  >>>   user/name: "Matt Van"
  >>>   unixtime: 1257435663476
  >>>   user/id: 29744220
  >>>   user/screen_name: "emusloveemo"

  >>>   text: "Ale\u0161 Lichtenberg: Traveler 8.5.1 u\u017e podporuje i Symbian S60 5th edition. #Sutol"
  >>>   user/name: "Petr Kunc"
  >>>   unixtime: 1257435666871
  >>>   user/id: 14677061
  >>>   user/screen_name: "petr_kunc"

  >>>   text: "RT @joshtann: @PopMyBlackBerry haha price to pay to have a wash board abs..! Tell peiru, less beer....more pilates...."
  >>>   user/name: "Dowell Lin"
  >>>   unixtime: 1257435667923
  >>>   user/id: 31338758
  >>>   user/screen_name: "PopMyBlackBerry"

  >>>   text: "@lindsi and beer is good right? Haha"
  >>>   user/name: "Shelbi Braun"
  >>>   unixtime: 1257435676243
  >>>   user/id: 33052758
  >>>   user/screen_name: "ShelbiTaylor"

  >>>   text: "Belatung mati ga ya klo dikasih beer??"
  >>>   user/name: "Reva Hafiez"
  >>>   unixtime: 1257435678120
  >>>   user/id: 55345450
  >>>   user/screen_name: "revahafiez"

  >>>   text: "@gilescoren I was going to say lucky you but now I'm not so sure, what a disappointment!  better have more beer to make  your day better!"
  >>>   user/name: "Lucy Clarke"
  >>>   unixtime: 1257435694676
  >>>   user/id: 24039107
  >>>   user/screen_name: "clarkelucy"

  >>>   text: "RT @joshtann: @PopMyBlackBerry haha price to pay to have a wash board abs..! Tell @grumpyknots, less beer....more pilates...."
  >>>   user/name: "Dowell Lin"
  >>>   unixtime: 1257435704725
  >>>   user/id: 31338758
  >>>   user/screen_name: "PopMyBlackBerry"

  >>>   text: "Great night at Cafe Oto. Fantastic sents by Konntinent, Simon Scott & Jasper TX. Lovely people & lovely beer. 10/10."
  >>>   user/name: "Under The Spire "
  >>>   unixtime: 1257435707711
  >>>   user/id: 58778406
  >>>   user/screen_name: "underthespire"

  >>>   text: "Latin night tonight! Dj Joey in the mix, no cover, $1 teq, $4 patron, $2.50 modelo,$10 beer towers!!"
  >>>   user/name: "revolution cc. tx."
  >>>   unixtime: 1257435716268
  >>>   user/id: 21947931
  >>>   user/screen_name: "revolutioncc"

  >>>   text: "Friday, Boondock Saints2, 7:35 by me, be at my place by 7pm, then beer and board games later, we may order a pizza or something, chill night"
  >>>   user/name: "Evan Cooke"
  >>>   unixtime: 1257435721358
  >>>   user/id: 33434239
  >>>   user/screen_name: "Evan95"

  >>>   text: "RT @welovelocalfood: Having a cuppa before putting some more beer on the website courtesy of @GrainBrewery &lt;the best!&gt;"
  >>>   user/name: "Polly Robinson"
  >>>   unixtime: 1257435726868
  >>>   user/id: 23746068
  >>>   user/screen_name: "FoodSafariUK"

  >>>   text: "Come on out to the Salisbury Beer Festival, Sunday, November 8th, 2009, 12-5 p.m., behind Sobo's in Salisbury; portion of sales benefit WSW"
  >>>   user/name: "WomenSupportingWomen"
  >>>   unixtime: 1257435729500
  >>>   user/id: 39515698
  >>>   user/screen_name: "wsw123"

  >>>   text: "Ghost Town Pumpkin Ale at all three Sweetwater Tavern locations"
  >>>   user/name: "GreatAmericanRest."
  >>>   unixtime: 1257435742425
  >>>   user/id: 49678814
  >>>   user/screen_name: "GreatAmerRest"

  >>>   text: "It's a pint glass giveaway at The Highball! Come in from 4:30-9:30, grab a pint of beer and you get to keep the glass. Can't beat that!"
  >>>   user/name: "todoaustin"
  >>>   unixtime: 1257435743666
  >>>   user/id: 18395956
  >>>   user/screen_name: "todoaustin"

  >>>   text: "So much funny this weekend. The Richmond improv festival kicks off at 8pm at capital ale downtown, come, laugh, drink, support!!!"
  >>>   user/name: "Katie Holcomb"
  >>>   unixtime: 1257435752655
  >>>   user/id: 24049025
  >>>   user/screen_name: "beedography"

  >>>   text: "Natural Light Beer...Why do so many drink it??? - AR15.COM http://tinyurl.com/yfkmd3a"
  >>>   user/name: "Valerie Wang"
  >>>   unixtime: 1257435758945
  >>>   user/id: 86155521
  >>>   user/screen_name: "uevale7oqkf"

  >>>   text: "What is your favorite beer? part 2: Mine is guiness http://bit.ly/4yzbC2"
  >>>   user/name: "CSSmybloglog"
  >>>   unixtime: 1257435761929
  >>>   user/id: 10849692
  >>>   user/screen_name: "_businessforum"

  >>>   text: "@ubinkubink a bad due as a too..they what shoes through..they ring..o rang key tee gas..cough is see yap a beer an i.. http://myloc.me/1lNpd"
  >>>   user/name: "amy_deyn"
  >>>   unixtime: 1257435773138
  >>>   user/id: 67636146
  >>>   user/screen_name: "amy_deyn"

  >>>   text: "@lunabella23 @elkrisp @schagg @swanbo @acsinwdsm Beer-o-meter Thursday at Mickey's Waukee at 6:20 sound OK?"
  >>>   user/name: "Keisha Knepper"
  >>>   unixtime: 1257435779158
  >>>   user/id: 33127636
  >>>   user/screen_name: "KeishaBird"

  >>>   text: "Snuck in a bottle of wild turkey whiskey and some ginger ale into court for a personal one man celebration for my last day of jury duty. :)"
  >>>   user/name: "Aricson DeChavez"
  >>>   unixtime: 1257435781002
  >>>   user/id: 60089357
  >>>   user/screen_name: "aroksun"

  >>>   text: "@belchingmonkey @nomx3 @jeffcutler We'll do our normal format but work the beer tasting in with show. 1 beer per topic for a 3 beer show."
  >>>   user/name: "Mike Langford"
  >>>   unixtime: 1257435782481
  >>>   user/id: 9736262
  >>>   user/screen_name: "MikeLangford"

  >>>   text: "Thx! RT @beerwars Finally a beer list.. RT @hopcast: checking out @TheBeerWench's Top 20 #BEER Personalities on TWITTER: http://bit.ly/CiTUn"
  >>>   user/name: "Greg Koch"
  >>>   unixtime: 1257435784346
  >>>   user/id: 14738000
  >>>   user/screen_name: "StoneGreg"

  >>>   text: "Huh. Interesting. RT @hidama   What Your Taste in Beer Says About You http://is.gd/4NXgI"
  >>>   user/name: "Molly Rossiter"
  >>>   unixtime: 1257435785213
  >>>   user/id: 14925486
  >>>   user/screen_name: "mollyr"

  >>>   text: "Things I haven't done in way too long: Gotten a growler of beer http://bit.ly/63jzV"
  >>>   user/name: "Jon Bohlinger"
  >>>   unixtime: 1257435787323
  >>>   user/id: 2985
  >>>   user/screen_name: "jbohlinger"

  >>>   text: "@bobdiercksmeier No bubbly for me, but the Boulevard Wheat brew was pretty damned good!  I had to hit the snooze three times this morning."
